5.1,3.5,1.4,0.2,Iris-setosa,3.8100000000000014
5.1,3.5,1.4,0.2,Iris-setosa,3.2200000000000006
5.1,3.5,1.4,0.2,Iris-setosa,3.490000000000001
5.1,3.5,1.4,0.2,Iris-setosa,3.18
5.1,3.5,1.4,0.2,Iris-setosa,3.9000000000000012
5.1,3.5,1.4,0.2,Iris-setosa,4.24
5.1,3.5,1.4,0.2,Iris-setosa,3.7
5.1,3.5,1.4,0.2,Iris-setosa,3.5900000000000003
5.1,3.5,1.4,0.2,Iris-setosa,3.0100000000000007
5.1,3.5,1.4,0.2,Iris-setosa,3.1400000000000006
5.1,3.5,1.4,0.2,Iris-setosa,4.0
5.1,3.5,1.4,0.2,Iris-setosa,3.46
5.1,3.5,1.4,0.2,Iris-setosa,3.1
5.1,3.5,1.4,0.2,Iris-setosa,3.27
5.1,3.5,1.4,0.2,Iris-setosa,4.680000000000001
5.1,3.5,1.4,0.2,Iris-setosa,5.030000000000001
5.1,3.5,1.4,0.2,Iris-setosa,4.6000000000000005
5.1,3.5,1.4,0.2,Iris-setosa,3.910000000000001
5.1,3.5,1.4,0.2,Iris-setosa,4.09
5.1,3.5,1.4,0.2,Iris-setosa,4.1499999999999995
5.1,3.5,1.4,0.2,Iris-setosa,3.49
5.1,3.5,1.4,0.2,Iris-setosa,4.14
5.1,3.5,1.4,0.2,Iris-setosa,4.180000000000001
5.1,3.5,1.4,0.2,Iris-setosa,3.62
5.1,3.5,1.4,0.2,Iris-setosa,3.1900000000000004
5.1,3.5,1.4,0.2,Iris-setosa,3.0600000000000005
5.1,3.5,1.4,0.2,Iris-setosa,3.6999999999999997
5.1,3.5,1.4,0.2,Iris-setosa,3.7400000000000007
5.1,3.5,1.4,0.2,Iris-setosa,3.7200000000000006
5.1,3.5,1.4,0.2,Iris-setosa,3.2200000000000006
5.1,3.5,1.4,0.2,Iris-setosa,3.130000000000001
5.1,3.5,1.4,0.2,Iris-setosa,3.87
5.1,3.5,1.4,0.2,Iris-setosa,4.299999999999999
5.1,3.5,1.4,0.2,Iris-setosa,4.660000000000001
5.1,3.5,1.4,0.2,Iris-setosa,3.1400000000000006
5.1,3.5,1.4,0.2,Iris-setosa,3.6400000000000006
